Id,Model,Price,Age_08_04,Color,,,,,,,,,,,,,
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12000,52,Grey,,,,,,,,,,,,,
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11950,50,Blue,,,,,,,,,,,,,
458, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9850,53,Green,,,,,,,,,,,,,
459, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,54,Blue,,,,,,,,,,,,,
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,10950,54,Green,,,,,,,,,,,,,
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,8695,50,Green,,,,,,,,,,,,,
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10990,53,Blue,,,,,,,,,,,,,
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,55,Silver,,,,,,,,,,,,,
464, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,11950,49,Red,,,,,,,,,,,,,
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,46,Blue,,,,,,,,,,,,,
466, TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,8750,47,Blue,,,,,,,,,,,,,
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,8750,49,Blue,,,,,,,,,,,,,
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,11450,55,Red,,,,,,,,,,,,,
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,46,Red,,,,,,,,,,,,,
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11950,56,Red,,,,,,,,,,,,,
471, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,52,Blue,,,,,,,,,,,,,
472, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11250,54,Black,,,,,,,,,,,,,
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,50,Green,,,,,,,,,,,,,
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,Silver,,,,,,,,,,,,,
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,52,Grey,,,,,,,,,,,,,
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,11950,56,Silver,,,,,,,,,,,,,
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,Grey,,,,,,,,,,,,,
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,54,Blue,,,,,,,,,,,,,
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10250,54,Green,,,,,,,,,,,,,
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,9930,53,Blue,,,,,,,,,,,,,
481, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,54,Blue,,,,,,,,,,,,,
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,54,Silver,,,,,,,,,,,,,
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,11500,48,Silver,,,,,,,,,,,,,
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11500,55,Green,,,,,,,,,,,,,
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,54,Red,,,,,,,,,,,,,
486, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,56,Red,,,,,,,,,,,,,
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9500,54,Black,,,,,,,,,,,,,
488, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,Green,,,,,,,,,,,,,
489, TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,10750,50,Blue,,,,,,,,,,,,,
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,8950,54,White,,,,,,,,,,,,,
491, TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,12000,56,Black,,,,,,,,,,,,,
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,9940,53,Blue,,,,,,,,,,,,,
493, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10950,47,Green,,,,,,,,,,,,,
494, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10750,54,Green,,,,,,,,,,,,,
495, TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,9799,51,Silver,,,,,,,,,,,,,
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,11750,51,Silver,,,,,,,,,,,,,
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11950,54,Blue,,,,,,,,,,,,,
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11250,52,Blue,,,,,,,,,,,,,
499, TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11750,54,Red,,,,,,,,,,,,,
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10950,55,Black,,,,,,,,,,,,,
501, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11250,56,Green,,,,,,,,,,,,,
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,53,Blue,,,,,,,,,,,,,
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,9700,51,Red,,,,,,,,,,,,,
504, TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,11950,47,Red,,,,,,,,,,,,,
505, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,9900,53,White,,,,,,,,,,,,,
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,9990,55,Black,,,,,,,,,,,,,
507, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9475,48,Red,,,,,,,,,,,,,
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,54,Red,,,,,,,,,,,,,
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,11950,53,Blue,,,,,,,,,,,,,
510, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11500,55,Red,,,,,,,,,,,,,
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10500,50,Green,,,,,,,,,,,,,
512, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10900,46,Grey,,,,,,,,,,,,,
513, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11700,52,Grey,,,,,,,,,,,,,
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,11900,51,Green,,,,,,,,,,,,,
515, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,13950,51,Red,,,,,,,,,,,,,
516, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,49,Red,,,,,,,,,,,,,
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,Grey,,,,,,,,,,,,,
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,10750,55,Grey,,,,,,,,,,,,,
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,11950,55,Green,,,,,,,,,,,,,
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10000,56,Grey,,,,,,,,,,,,,
521, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10495,48,Grey,,,,,,,,,,,,,
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11450,50,Grey,,,,,,,,,,,,,
523, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,Silver,,,,,,,,,,,,,
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,Violet,,,,,,,,,,,,,
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,Red,,,,,,,,,,,,,
526, TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,Grey,,,,,,,,,,,,,
527, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,Red,,,,,,,,,,,,,
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,Blue,,,,,,,,,,,,,
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,Red,,,,,,,,,,,,,
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,Grey,,,,,,,,,,,,,
531, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,Black,,,,,,,,,,,,,
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,Green,,,,,,,,,,,,,
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,Silver,,,,,,,,,,,,,
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,Red,,,,,,,,,,,,,
535, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,Black,,,,,,,,,,,,,
536, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,Red,,,,,,,,,,,,,
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,Black,,,,,,,,,,,,,
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,Grey,,,,,,,,,,,,,
539, TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,Green,,,,,,,,,,,,,
540, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,Red,,,,,,,,,,,,,
541, TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,Black,,,,,,,,,,,,,
542,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,Red,,,,,,,,,,,,,
543, TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,Black,,,,,,,,,,,,,
544,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,Black,,,,,,,,,,,,,
545, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,Grey,,,,,,,,,,,,,
546, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,Red,,,,,,,,,,,,,
547, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,Black,,,,,,,,,,,,,
548,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,Grey,,,,,,,,,,,,,
549,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,Green,,,,,,,,,,,,,
550, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,Red,,,,,,,,,,,,,
551,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,Grey,,,,,,,,,,,,,
552, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,Black,,,,,,,,,,,,,
554,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,Blue,,,,,,,,,,,,,
555,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,Grey,,,,,,,,,,,,,
556, TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,Silver,,,,,,,,,,,,,
557,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,Grey,,,,,,,,,,,,,
558,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,Grey,,,,,,,,,,,,,
559,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,Red,,,,,,,,,,,,,
560,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,Black,,,,,,,,,,,,,
561,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,Red,,,,,,,,,,,,,
562, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,Black,,,,,,,,,,,,,
563,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,Grey,,,,,,,,,,,,,
564, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,Green,,,,,,,,,,,,,
565, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,Grey,,,,,,,,,,,,,
566,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,Grey,,,,,,,,,,,,,
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,Blue,,,,,,,,,,,,,
568, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,Grey,,,,,,,,,,,,,
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,Grey,,,,,,,,,,,,,
570, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,Grey,,,,,,,,,,,,,
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,Black,,,,,,,,,,,,,
572, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,Grey,,,,,,,,,,,,,
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,Grey,,,,,,,,,,,,,
574, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,Green,,,,,,,,,,,,,
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,Grey,,,,,,,,,,,,,
576, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,Grey,,,,,,,,,,,,,
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,Red,,,,,,,,,,,,,
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,Blue,,,,,,,,,,,,,
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,Silver,,,,,,,,,,,,,
580, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,Red,,,,,,,,,,,,,
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,Green,,,,,,,,,,,,,
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,Red,,,,,,,,,,,,,
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,Grey,,,,,,,,,,,,,
584, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,Black,,,,,,,,,,,,,
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,Red,,,,,,,,,,,,,
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,Red,,,,,,,,,,,,,
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,Red,,,,,,,,,,,,,
588, TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,Blue,,,,,,,,,,,,,
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,Green,,,,,,,,,,,,,
590, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,Red,,,,,,,,,,,,,
591, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,Black,,,,,,,,,,,,,
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,Red,,,,,,,,,,,,,
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,Grey,,,,,,,,,,,,,
594, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,Blue,,,,,,,,,,,,,
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,Blue,,,,,,,,,,,,,
596, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,Blue,,,,,,,,,,,,,
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,Grey,,,,,,,,,,,,,
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,Green,,,,,,,,,,,,,
599, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,Grey,,,,,,,,,,,,,
600, TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,Green,,,,,,,,,,,,,
601, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,Green,,,,,,,,,,,,,
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,Red,,,,,,,,,,,,,
603, TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,Grey,,,,,,,,,,,,,
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,Green,,,,,,,,,,,,,
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,Green,,,,,,,,,,,,,
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,Grey,,,,,,,,,,,,,
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,Silver,,,,,,,,,,,,,
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,Black,,,,,,,,,,,,,
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,Red,,,,,,,,,,,,,
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,Grey,,,,,,,,,,,,,
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,Silver,,,,,,,,,,,,,
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,Grey,,,,,,,,,,,,,
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,Red,,,,,,,,,,,,,
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,Green,,,,,,,,,,,,,
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,Violet,,,,,,,,,,,,,
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,Black,,,,,,,,,,,,,
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,Green,,,,,,,,,,,,,
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,Blue,,,,,,,,,,,,,
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,Blue,,,,,,,,,,,,,
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,White,,,,,,,,,,,,,
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,Grey,,,,,,,,,,,,,
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,Black,,,,,,,,,,,,,
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,Red,,,,,,,,,,,,,
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,Black,,,,,,,,,,,,,
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,Black,,,,,,,,,,,,,
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,Red,,,,,,,,,,,,,
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,Red,,,,,,,,,,,,,
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,Red,,,,,,,,,,,,,
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,Green,,,,,,,,,,,,,
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,Blue,,,,,,,,,,,,,
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,Green,,,,,,,,,,,,,
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,Red,,,,,,,,,,,,,
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,Blue,,,,,,,,,,,,,
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,Grey,,,,,,,,,,,,,
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,Red,,,,,,,,,,,,,
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,Black,,,,,,,,,,,,,
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,Green,,,,,,,,,,,,,
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,Red,,,,,,,,,,,,,
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,Green,,,,,,,,,,,,,
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,Blue,,,,,,,,,,,,,
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,Red,,,,,,,,,,,,,
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,Black,,,,,,,,,,,,,
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,Blue,,,,,,,,,,,,,
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,Red,,,,,,,,,,,,,
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,Green,,,,,,,,,,,,,
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,Silver,,,,,,,,,,,,,
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,Blue,,,,,,,,,,,,,
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,Grey,,,,,,,,,,,,,
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,Green,,,,,,,,,,,,,
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,Silver,,,,,,,,,,,,,
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,Silver,,,,,,,,,,,,,
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,Black,,,,,,,,,,,,,
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,Blue,,,,,,,,,,,,,
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,Red,,,,,,,,,,,,,
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,Black,,,,,,,,,,,,,
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,Red,,,,,,,,,,,,,
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,Green,,,,,,,,,,,,,
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,White,,,,,,,,,,,,,
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,Green,,,,,,,,,,,,,
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,Black,,,,,,,,,,,,,
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,Blue,,,,,,,,,,,,,
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,Green,,,,,,,,,,,,,
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,Black,,,,,,,,,,,,,
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,Grey,,,,,,,,,,,,,
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,Red,,,,,,,,,,,,,
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,Grey,,,,,,,,,,,,,
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,Black,,,,,,,,,,,,,
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,Green,,,,,,,,,,,,,
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,Grey,,,,,,,,,,,,,
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,Red,,,,,,,,,,,,,
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,Silver,,,,,,,,,,,,,
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,Blue,,,,,,,,,,,,,
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,Red,,,,,,,,,,,,,
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,Silver,,,,,,,,,,,,,
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,Black,,,,,,,,,,,,,
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,Grey,,,,,,,,,,,,,
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,Grey,,,,,,,,,,,,,
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,Green,,,,,,,,,,,,,
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,Red,,,,,,,,,,,,,
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,Green,,,,,,,,,,,,,
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,Black,,,,,,,,,,,,,
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,Red,,,,,,,,,,,,,
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,Blue,,,,,,,,,,,,,
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,Blue,,,,,,,,,,,,,
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,Green,,,,,,,,,,,,,
